masterid,stationcode,stationname,latitude,longitude,huc,smcshed,smc_lu,comid,class_do,sampledate,replicate,csci,count,pcnt_ambiguous_individuals,pcnt_ambiguous_taxa,ASCI_D,ASCI_H
403CE0188,403CE0188,Santa Paula Creek ~0.6mi above Santa Clara River,34.35646,-119.04752,403,Santa Clara,Urban,17573663,Soft bottom-2 hard sides,2005-05-17T07:00:00Z,1,0.52206869,494,0,0,NA,NA
403CE0188,403CE0188,Santa Paula Creek ~0.6mi above Santa Clara River,34.35646,-119.04752,403,Santa Clara,Urban,17573663,Soft bottom-2 hard sides,2005-05-17T07:00:00Z,1,0.58526823,502,0.19920319,5.88235294,NA,NA
403CE0188,403CE0188,Santa Paula Creek ~0.6mi above Santa Clara River,34.35646,-119.04752,403,Santa Clara,Urban,17573663,Soft bottom-2 hard sides,2016-05-26T07:00:00Z,1,0.91781377,597,1.3400335,7.69230769,0.756973161563246,0.726475204530894
403M05800,403M05800,,34.52907,-118.52244,403,Santa Clara,Open,17572339,Hard bottom,2018-05-16T07:00:00Z,1,0.99655502,624,4.16666667,14.51612903,0.812277016799253,0.764693923719022
403R4S211,403R4S211,San Francisquito d/s of Power Plant,34.57232,-118.46287,403,Santa Clara,Open,17569947,Soft bottom-1 hard side,2015-04-28T07:00:00Z,1,0.86580905,502,5.57768924,15.90909091,0.652192052927129,0.814867854509423
403STC008,403STC008,Random Site 8 - Santa Clara River - A street in Fillmore,34.38667,-118.90528,403,Santa Clara,Agricultural,948070361,Soft bottom-0 hard sides,2003-02-04T08:00:00Z,1,0.65897561,908,0,0,NA,NA
403STC008,403STC008,Random Site 8 - Santa Clara River - A street in Fillmore,34.38667,-118.90528,403,Santa Clara,Agricultural,948070361,Soft bottom-0 hard sides,2001-11-06T08:00:00Z,1,0.90401691,908,0.88105727,16.27906977,NA,NA
402M00110,402M00110,,34.42735,-119.30364,402,Ventura,Urban,17586760,Soft bottom-1 hard side,2019-06-10T07:00:00Z,1,0.85778013,509,2.75049116,9.30232558,0.920960812438421,0.981814854201999
403STC090,403STC090,Random Site 90 - Santa Paula Canyon,34.37889,-119.0625,403,Santa Clara,Urban,948070346,Soft bottom-2 hard sides,2003-02-06T08:00:00Z,1,0.95659455,913,0,0,NA,NA
405BH3Bxx,405BH3Bxx,E. Fork San Gabriel within armored reach,34.23009,-117.7754,405,San Gabriel,Open,22522871,Soft bottom-1 hard side,2010-06-17T07:00:00Z,1,1.00112023,574,2.78745645,4.87804878,NA,NA
405BH2Bxx,405BH2Bxx,W. Fork San Gabriel within armored reach,34.24138,-117.86947,405,San Gabriel,Open,22522827,Soft bottom-1 hard side,2010-06-16T07:00:00Z,1,1.08555276,586,1.19453925,4.34782609,NA,NA
405PS0036,405PS0036,West Fork San Gabriel River,34.24118,-117.93426,405,San Gabriel,Open,22522825,Soft bottom-1 hard side,2016-07-11T07:00:00Z,1,0.93714314,665,1.80451128,10.16949153,0.715457591962369,0.686827100859491
405PS0036,405PS0036,West Fork San Gabriel River,34.24118,-117.93426,405,San Gabriel,Open,22522825,Soft bottom-1 hard side,2016-07-11T07:00:00Z,1,0.93714314,665,1.80451128,10.16949153,0.715457591962369,0.675997850774058
405PS0036,405PS0036,West Fork San Gabriel River,34.24118,-117.93426,405,San Gabriel,Open,22522825,Soft bottom-1 hard side,2008-05-28T07:00:00Z,1,0.92565744,597,1.84254606,9.30232558,0.657122746109778,0.598521027618806
405PS0036,405PS0036,West Fork San Gabriel River,34.24118,-117.93426,405,San Gabriel,Open,22522825,Soft bottom-1 hard side,2008-05-28T07:00:00Z,2,0.88579303,604,0,0,0.762578339157546,0.764692152058104
408BH5Axx,408BH5Axx,Arroyo Simi near Llevarancho Rd above armored reach,34.28327,-118.81091,408,Calleguas,Urban,948070571,Soft bottom-1 hard side,2010-06-18T07:00:00Z,1,0.88292083,565,0.3539823,3.22580645,NA,NA
408BH5Axx,408BH5Axx,Arroyo Simi near Llevarancho Rd above armored reach,34.28327,-118.81091,408,Calleguas,Urban,948070571,Soft bottom-1 hard side,2010-06-18T07:00:00Z,2,0.80738214,588,0,0,NA,NA
412M08599,412M08599,Los Angeles River,34.10602,-118.24338,412,Los Angeles,Urban,22515824,Hard bottom,2020-07-01T07:00:00Z,1,0.8574775,604,3.80794702,13.33333333,NA,NA
412M08599,412M08599,Los Angeles River,34.10602,-118.24338,412,Los Angeles,Urban,22515824,Hard bottom,2019-07-11T07:00:00Z,1,0.6972967,631,3.32805071,15.15151515,NA,NA
412M08599,412M08599,Los Angeles River,34.10602,-118.24338,412,Los Angeles,Urban,22515824,Hard bottom,2015-09-30T07:00:00Z,1,0.72145727,577,0,0,0.291950664649375,0.295252776614775
903M20208,903M20208,,33.32691,-117.12282,903,Northern San Diego,Agricultural,20341623,Soft bottom-0 hard sides,2017-06-12T07:00:00Z,1,0.96420958,670,4.7761194,15.25423729,0.569604934431803,0.409867335465323
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,2008-05-06T07:00:00Z,1,0.69962353,580,1.20689655,7.69230769,0.746478554700366,0.616295154200345
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,1999-05-13T07:00:00Z,1,0.6030917,840,4.88676996,8.33333333,NA,NA
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,1998-05-19T07:00:00Z,1,0.67653913,824,35.28678304,11.11111111,NA,NA
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,2000-05-25T07:00:00Z,1,0.72554781,808,0.12515645,3.57142857,NA,NA
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,2001-05-25T07:00:00Z,1,0.75368793,906,1.2345679,7.40740741,NA,NA
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,1998-09-03T07:00:00Z,1,0.68019363,881,2.95119183,17.5,NA,NA
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,2005-11-08T08:00:00Z,1,0.44994268,1009,42.77168495,11.11111111,NA,NA
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,2005-11-08T08:00:00Z,3,0.4979421,314,46.49681529,17.64705882,NA,NA
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,2005-11-08T08:00:00Z,1,0.54129578,505,43.36633663,10,NA,NA
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,2005-11-08T08:00:00Z,2,0.43364568,549,38.79781421,10.52631579,NA,NA
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,2005-11-08T08:00:00Z,3,0.43216975,498,31.92771084,10.52631579,NA,NA
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,2000-11-09T08:00:00Z,1,0.5486461,709,0.42372881,4.76190476,NA,NA
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,1999-11-12T08:00:00Z,1,0.6083217,870,2.41935484,10,NA,NA
904AHC004,904CBAHC6,Agua Hedionda Creek 6,33.14887,-117.29758,904,Central San Diego,Urban,20341917,Soft bottom-0 hard sides,1998-11-16T08:00:00Z,1,0.80387586,1061,9.7029703,17.07317073,NA,NA
ME-VR2,ME-VR2,,34.34584,-119.29948,402,Ventura,Urban,948070372,Soft bottom-1 hard side,2021-06-08T07:00:00Z,1,0.82448871,590,2.03389831,2.08333333,0.76111650816358,NA
ME-VR2,ME-VR2,,34.34584,-119.29948,402,Ventura,Urban,948070372,Soft bottom-1 hard side,2015-06-11T07:00:00Z,1,0.78997126,591,1.3536379,7.89473684,NA,NA
ME-VR2,ME-VR2,,34.34584,-119.29948,402,Ventura,Urban,948070372,Soft bottom-1 hard side,2018-06-14T07:00:00Z,1,0.7807766,619,4.52342488,5,NA,NA
ME-VR2,ME-VR2,,34.34584,-119.29948,402,Ventura,Urban,948070372,Soft bottom-1 hard side,2018-06-14T07:00:00Z,2,0.53273098,598,5.68561873,9.375,NA,NA
ME-VR2,ME-VR2,,34.34584,-119.29948,402,Ventura,Urban,948070372,Soft bottom-1 hard side,2012-06-20T07:00:00Z,1,0.81724308,608,7.56578947,5.88235294,NA,NA
ME-VR2,ME-VR2,,34.34584,-119.29948,402,Ventura,Urban,948070372,Soft bottom-1 hard side,2017-06-21T07:00:00Z,1,0.76690769,593,3.37268128,5,0.603907845419485,0.583352661947166
ME-VR2,ME-VR2,,34.34584,-119.29948,402,Ventura,Urban,948070372,Soft bottom-1 hard side,2013-06-24T07:00:00Z,1,0.84721424,596,0.33557047,2.22222222,NA,NA
ME-VR2,ME-VR2,,34.34584,-119.29948,402,Ventura,Urban,948070372,Soft bottom-1 hard side,2020-07-01T07:00:00Z,1,0.93057386,616,8.92857143,8.62068966,0.663840715673115,0.666382362315797
ME-VR2,ME-VR2,,34.34584,-119.29948,402,Ventura,Urban,948070372,Soft bottom-1 hard side,2011-07-06T07:00:00Z,1,0.86286148,608,1.97368421,4.65116279,NA,NA
ME-VR2,ME-VR2,,34.34584,-119.29948,402,Ventura,Urban,948070372,Soft bottom-1 hard side,2010-07-07T07:00:00Z,1,0.62780574,604,7.45033113,9.75609756,NA,NA
ME-VR2,ME-VR2,,34.34584,-119.29948,402,Ventura,Urban,948070372,Soft bottom-1 hard side,2019-07-31T07:00:00Z,1,0.74020048,614,3.09446254,7.69230769,0.568915500035705,0.688355393298123
402BA0143,SMC00143,,34.36483,-119.31057,402,Ventura,Urban,17587720,Soft bottom-1 hard side,2021-05-19T07:00:00Z,1,0.88615198,585,5.1282051299999996,9.09090909,0.771489932482917,0.855150091887529
403BA0191,SMC00191,,34.36762,-119.0538,403,Santa Clara,Urban,17573663,Soft bottom-2 hard sides,2010-07-12T07:00:00Z,1,0.92100795,564,1.06382979,10.52631579,0.969961507406224,0.915908083803873
SMC00910,SMC00910,,33.51383,-117.74426,901,San Juan,Open,20350539,Soft bottom-0 hard sides,2009-04-30T07:00:00Z,1,0.66424839,626,0,0,0.345649025546225,0.477672504119775
SMC01454,SMC01454,,33.95504,-117.86127,405,San Gabriel,Urban,22525657,Soft bottom-2 hard sides,2012-07-16T07:00:00Z,1,0.72012533,583,4.45969125,11.53846154,0.641163489168293,0.378537816799203
SMC01454,SMC01454,,33.95504,-117.86127,405,San Gabriel,Urban,22525657,Soft bottom-2 hard sides,2012-07-16T07:00:00Z,2,0.69354418,591,0.67681895,8,0.526728123119868,0.453632509873367
SMC01454,SMC01454,,33.95504,-117.86127,405,San Gabriel,Urban,22525657,Soft bottom-2 hard sides,2020-07-23T07:00:00Z,1,0.82108979,581,0,0,0.529929107111523,0.384180040198004
SMC01692,SMC01692,,34.19798,-118.16972,412,Los Angeles,Urban,948070459,Soft bottom-1 hard side,2011-06-20T07:00:00Z,1,0.81120564,603,0.16583748,3.03030303,0.428401007513266,0.576785384606984
SMC01860,SMC01860,,34.224,-118.97911,408,Calleguas,Urban,17564046,Soft bottom-2 hard sides,2021-07-13T07:00:00Z,1,0.81158847,298,0.33557047,2.77777778,0.387096041695159,NA
SMC01860,SMC01860,,34.224,-118.97911,408,Calleguas,Urban,17564046,Soft bottom-2 hard sides,2021-07-13T07:00:00Z,2,0.66116677,263,0,0,0.477933482180029,NA
SMC01987,SMC01987,,33.59028,-117.71185,901,San Juan,Urban,20350507,Soft bottom-0 hard sides,2012-06-15T07:00:00Z,2,0.66620636,600,0,0,0.531880075547298,0.405210503393578
SMC01987,SMC01987,,33.59028,-117.71185,901,San Juan,Urban,20350507,Soft bottom-0 hard sides,2012-06-15T07:00:00Z,1,0.80863169,594,1.68350168,8.57142857,0.735754841928797,0.480675034588436
SMC03438,SMC03438,,33.93708,-117.79252,801,Lower Santa Ana,Open,22525681,Soft bottom-0 hard sides,2012-07-02T07:00:00Z,1,0.8410973,581,1.37693632,8.57142857,0.635875856043418,0.598657549125482
SMC03984,SMC03984,,34.24613,-117.90186,405,San Gabriel,Open,22522803,Soft bottom-1 hard side,2012-06-18T07:00:00Z,1,0.72810586,489,0.40899796,2.5,1.02479791901496,0.919787625369713
SMC03984,SMC03984,,34.24613,-117.90186,405,San Gabriel,Open,22522803,Soft bottom-1 hard side,2018-07-02T07:00:00Z,1,1.06690193,651,1.84331797,9.52380952,0.663243709080911,0.668886905467105
SMC03984,SMC03984,,34.24613,-117.90186,405,San Gabriel,Open,22522803,Soft bottom-1 hard side,2018-07-02T07:00:00Z,1,1.06690193,651,1.84331797,9.52380952,0.663243709080911,0.668886905467105
SMC03984,SMC03984,,34.24613,-117.90186,405,San Gabriel,Open,22522803,Soft bottom-1 hard side,2020-07-07T07:00:00Z,1,1.09304586,656,6.09756098,10.76923077,NA,NA
SMC03984,SMC03984,,34.24613,-117.90186,405,San Gabriel,Open,22522803,Soft bottom-1 hard side,2019-07-10T07:00:00Z,1,1.05196913,656,1.98170732,10.16949153,0.660208920714745,0.763732937059417
SMC03984,SMC03984,,34.24613,-117.90186,405,San Gabriel,Open,22522803,Soft bottom-1 hard side,2017-06-24T07:00:00Z,1,1.14775803,616,1.94805195,10.41666667,0.991120285177814,1.00515015270187
SMC04008,SMC04008,,34.28342,-118.80803,408,Calleguas,Urban,948070571,Soft bottom-1 hard side,2012-06-19T07:00:00Z,1,0.87703636,590,2.20338983,5.1282051299999996,0.528744508348337,0.4818975925949
SMC04308,SMC04308,,34.19349,-118.9083,408,Calleguas,Open,17564110,Soft bottom-1 hard side,2009-06-17T07:00:00Z,1,0.7900255,604,0.49668874,3.44827586,0.585706514139047,0.676360234641105
SMC04308,SMC04308,,34.19349,-118.9083,408,Calleguas,Open,17564110,Soft bottom-1 hard side,2021-07-07T07:00:00Z,1,0.89813397,590,0.33898305,2.63157895,0.338737040456845,NA
SMC04972,SMC04972,W. Fork San Gabriel River,34.24051,-117.93466,405,San Gabriel,Open,22522825,Soft bottom-1 hard side,2013-07-01T07:00:00Z,1,1.0697233,607,0.65897858,2.27272727,0.706302516002928,0.712403847606898
SMC04972,SMC04972,W. Fork San Gabriel River,34.24051,-117.93466,405,San Gabriel,Open,22522825,Soft bottom-1 hard side,2020-08-12T07:00:00Z,1,1.11613254,589,1.52801358,6.81818182,0.668404994026876,0.68566839521993
SMC06044,SMC06044,Arroyo Seco,34.21452,-118.17413,412,Los Angeles,Open,22514774,Soft bottom-0 hard sides,2013-06-17T07:00:00Z,1,1.08241258,614,0.3257329,5.55555556,0.729834149518906,0.80546970205404
SMC06188,SMC06188,,34.28315,-118.19731,412,Los Angeles,Open,22514560,Soft bottom-1 hard side,2014-06-11T07:00:00Z,1,1.05089906,646,1.85758514,8.62068966,0.534210190627018,0.461657435155224
SMC06216,SMC06216,,34.27407,-118.31518,412,Los Angeles,Agricultural,22514628,Soft bottom-1 hard side,2009-05-26T07:00:00Z,1,0.83119491,617,0.81037277,7.31707317,0.892626030006691,0.95510805364482
SMC06216,SMC06216,,34.27407,-118.31518,412,Los Angeles,Agricultural,22514628,Soft bottom-1 hard side,2014-06-03T07:00:00Z,1,0.87734157,611,0.32733224,4.25531915,0.732496415329109,0.691551547603188
SMC06216,SMC06216,,34.27407,-118.31518,412,Los Angeles,Agricultural,22514628,Soft bottom-1 hard side,2020-07-28T07:00:00Z,-1,0.94612816,584,7.3630137,13.33333333,NA,NA
SMC06216,SMC06216,,34.27407,-118.31518,412,Los Angeles,Agricultural,22514628,Soft bottom-1 hard side,2020-07-28T07:00:00Z,1,0.94973501,570,7.54385965,13.33333333,0.687187060893777,0.688470423140465
SMC06216,SMC06216,,34.27407,-118.31518,412,Los Angeles,Agricultural,22514628,Soft bottom-1 hard side,2020-07-28T07:00:00Z,2,0.98299444,583,4.97427101,9.09090909,0.649377084625676,0.535719972746694
SMC08655,SMC08655,,34.50823,-119.28406,402,Ventura,Open,17585796,Soft bottom-1 hard side,2012-06-21T07:00:00Z,1,1.09727016,589,1.86757216,3.77358491,0.84707491115149,0.911502255252153
SMC10685,SMC10685,,34.01879,-117.36873,801,Middle Santa Ana,Urban,24843756,Soft bottom-1 hard side,2010-07-01T07:00:00Z,1,0.81450708,651,0.46082949,4.87804878,0.501011779846442,0.567478419700962
SMC11343,SMC11343,,34.3728,-119.30859,402,Ventura,Urban,17586850,Soft bottom-1 hard side,2012-06-04T07:00:00Z,1,0.85543378,604,4.47019868,5.35714286,0.742826471303236,0.750337532372524
907S11430,SMC11430,,32.84837,-116.86004,907,Mission Bay and San Diego River,Urban,20332934,Soft bottom-2 hard sides,2012-07-12T07:00:00Z,1,0.86676941,616,1.78571429,5.1282051299999996,0.402401550731085,0.520511372475087
SMC18046,SMC18046,San Antonio Creek above Lions Creek confluence,34.42227,-119.26442,402,Ventura,Agricultural,17586736,Soft bottom-1 hard side,2013-06-24T07:00:00Z,1,0.86192882,599,1.33555927,1.69491525,0.797822226597734,0.669002515760026
SMC21822,SMC21822,,33.87234,-117.70876,801,Lower Santa Ana,Urban,948070535,Soft bottom-1 hard side,2010-06-21T07:00:00Z,1,0.80731322,561,0,0,0.29875552320856,0.353055991347872
801SAR110,SMCR8_110,,33.96468,-117.46518,801,Middle Santa Ana,Urban,22563032,Soft bottom-1 hard side,2006-06-15T07:00:00Z,1,0.70942128,798,42.10526316,40,NA,NA
801CYC114,SMCR8_114,,34.13646,-117.1897,801,Upper Santa Ana,Urban,22555788,Soft bottom-1 hard side,2008-07-07T07:00:00Z,1,0.86886675,605,1.32231405,9.67741935,NA,NA
801SAR151,SMCR8_151,,33.98873,-117.39614,801,Middle Santa Ana,Urban,948070241,Soft bottom-2 hard sides,2007-06-10T07:00:00Z,1,0.59491215,526,13.49809886,40,NA,NA
801STW258,SMCR8_258,,34.01399,-117.17834,801,Upper Santa Ana,Agricultural,22556328,Soft bottom-0 hard sides,NA,NA,NA,NA,NA,NA,NA,NA
801RB8361,SMCR8_361,,33.96825,-117.44789,801,Middle Santa Ana,Urban,22563032,Soft bottom-0 hard sides,NA,NA,NA,NA,NA,NA,NA,NA
801CYC398,SMCR8_398,,34.13646,-117.18965,801,Upper Santa Ana,Urban,22555788,Soft bottom-1 hard side,2007-06-15T07:00:00Z,1,0.70761238,505,23.16831683,22.22222222,NA,NA
801PLC469,SMCR8_469,,34.1116,-117.14689,801,Upper Santa Ana,Urban,22555900,Soft bottom-0 hard sides,2008-07-07T07:00:00Z,1,0.97747558,568,16.37323944,20,NA,NA
801PLC469,SMCR8_469,,34.1116,-117.14689,801,Upper Santa Ana,Urban,22555900,Soft bottom-0 hard sides,2008-07-07T07:00:00Z,2,0.85902926,514,11.67315175,17.85714286,NA,NA
